seed,boundary,method,N,L,M,rc,repetition,time_ns,neighbor_pairs,distance_evaluations
2661653946093588826,periodic,cim,100,8.9442719099991592,5,1,29,51250,412,1758
5114042720499606742,periodic,cim,100,8.9442719099991592,5,1,30,49334,385,1752
10048755681274474262,periodic,cim,100,8.9442719099991592,5,1,31,50042,407,1771
14632284457540996251,periodic,cim,100,8.9442719099991592,5,1,32,51083,390,1764
7832758922627316148,periodic,cim,100,8.9442719099991592,5,1,33,49167,396,1760
10992591278854788385,periodic,cim,100,8.9442719099991592,5,1,34,53083,395,1754
13157085814066166557,periodic,cim,100,8.9442719099991592,5,1,35,50584,408,1771
4051071820070039992,periodic,cim,100,8.9442719099991592,5,1,36,50500,398,1787
5726182396572411514,periodic,cim,100,8.9442719099991592,5,1,37,49792,408,1772
7432696269748071215,periodic,cim,100,8.9442719099991592,5,1,38,51083,410,1783
18362278387257469680,periodic,cim,100,8.9442719099991592,5,1,39,52917,405,1749
15781894558190159351,periodic,cim,100,8.9442719099991592,5,1,40,50792,402,1764
11563865116621732051,periodic,cim,100,8.9442719099991592,5,1,41,50709,403,1763
3101083383914595941,periodic,cim,100,8.9442719099991592,5,1,42,53834,408,1758
3356658519097129169,periodic,cim,100,8.9442719099991592,5,1,43,49833,397,1764
8910740881445595345,periodic,cim,100,8.9442719099991592,5,1,44,50958,406,1757
9939670807623069885,periodic,cim,100,8.9442719099991592,5,1,45,51792,406,1760
17884632081678012940,periodic,cim,100,8.9442719099991592,5,1,46,52625,396,1741
8363745194284419268,periodic,cim,100,8.9442719099991592,5,1,47,61292,401,1750
